类型,题干,A,B,C,D,正确答案,解析,来源,出现次数,首次记录
单选题,稀有气体气瓶的外表颜色是：（）,大红色,绿色,黑色,银灰色,D,,接口直采,1,2026/9/18 12:50:23
单选题,稀有气体气瓶的字体颜色是：（）,大红色,深绿色,黑色,白色,B,,接口直采,1,2026/9/18 12:50:23
单选题,铣床对刀时，应保证：（）,刀具静止，工件快速进给,刀具旋转，工件慢速手动进给,刀具静止，工件慢速进给,刀具旋转，工件快速手动进给,B,,接口直采,1,2026/9/18 12:50:37
单选题,铣床上刀具对刀时，应保证：（ ）,刀具静止，工件快速进给,刀具旋转，工件慢速手动进给,刀具静止，工件慢速进给,刀具旋转，工件快速手动进给,B,,接口直采,1,2026/9/18 12:50:37
单选题,下列（）火灾不能用水扑灭。,棉布,金属钾、钠,纸张,木材,B,,接口直采,1,2026/9/18 12:50:32
单选题,下列不可以用二氧化碳灭火器扑灭的火灾有：（）,试剂药品着火,仪器设备着火,易燃气体火灾,气瓶着火,C,,接口直采,1,2026/9/18 12:50:32
单选题,下列不属于剧毒化学品的是：（）,甲苯,氰化钾,氯化汞,氧化汞,A,,接口直采,1,2026/9/18 12:50:25
单选题,下列不属于危险化学品的是：( ),汽油、易燃液体,放射性物品,氧化剂、有机过氧化物、剧毒药品和感染性物品,氯化钾,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列不属于易燃液体的是：( ),5%稀硫酸,乙醇,苯,二硫化碳,A,,接口直采,1,2026/9/18 12:50:25
单选题,下列对放射性垃圾安全管理的说法，不正确的是：（）,非放射性垃圾可与放射性垃圾混放,放射性垃圾应放入专用容器收集、包装、储存,非放射性垃圾和放射性垃圾必须分开放置,放射性垃圾应由专业部门统一处理,A,,接口直采,1,2026/9/18 12:50:20
单选题,下列防止电脑病毒感染的方法，错误的是（ ）,不随意打开来路不明的邮电,不用硬盘启动,不用来路不明的程序,使用杀毒软件,B,,接口直采,1,2026/9/18 12:50:42
单选题,下列粉尘中，哪种粉尘可能会发生爆炸：,生石灰,面粉,水泥,钛白粉,B,,接口直采,1,2026/9/18 12:50:25
单选题,下列关于混合物的描述错误的是：( ),三氧化铬的硫酸溶液与有机物混合，可能爆炸,硝酸氨与活性炭混合可能燃烧,高氯酸与金属盐混合可能爆炸,高氯酸与盐酸混合可能爆炸,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列关于使用漏电保护器的说法，正确的是：（）,漏电保护器既可用于保护人身安全，还可用来对低压系统或设备的对地绝缘状况起到监督作用,漏电保护器安装点以后的线路不可对地绝缘,漏电保护器在日常使用中不可在通电状态下按动实验按钮来检验其是否灵敏可靠,漏电保护器可用于保护设备过载,A,,接口直采,1,2026/9/18 12:50:37
单选题,下列何者是会发生爆炸的物质？,氧化锌,三硝基甲苯,四氯化碳,氧化铁,B,,接口直采,1,2026/9/18 12:50:25
单选题,下列何种物质贮存于空气中易发生爆炸？,苯乙烯,对二甲苯,苯,甲苯,A,,接口直采,1,2026/9/18 12:50:25
单选题,下列几种物质中哪一种物质与乙醇混溶时易发生爆炸？,高氯酸,乙醚,水,丙酮,A,,接口直采,1,2026/9/18 12:50:25
单选题,下列加热热源，化学实验室原则不得使用的是：( ),明火电炉,水浴、蒸汽浴,油浴、沙浴、盐浴,电热板、电热套,A,,接口直采,1,2026/9/18 12:50:21
单选题,下列哪类数据不属于国家核心数据？,关系国家安全的数据,国民经济命脉数据,企业内部管理数据,重大公共利益数据,C,,接口直采,1,2026/9/18 12:50:42
单选题,下列哪项不是影响混合物爆炸极限的因素?,混合物的温度、压力,混合物的多少,混合物的含氧量,容器的大小,B,,接口直采,1,2026/9/18 12:50:32
单选题,下列哪项不属于敏感个人信息？,身份证号,行踪轨迹,匿名化后的数据,医疗记录,C,,接口直采,1,2026/9/18 12:50:42
单选题,下列哪项不属于数据处理活动？,数据收集,数据删除,数据匿名化,数据公开,C,,接口直采,1,2026/9/18 12:50:42
单选题,下列哪项措施不是减少气溶胶产生的有效方法？,规范操作,戴眼罩,加强人员培训,改进操作技术,B,,接口直采,1,2026/9/18 12:50:35
单选题,下列哪些气体混放可引起爆炸？,氮气和氧气,氢气和氧气,氧气和氩气,氦气和氮气,B,,接口直采,1,2026/9/18 12:50:23
单选题,下列哪些药品没有强挥发性？,甲酸,乙酸,硫酸,盐酸,C,,接口直采,1,2026/9/18 12:50:25
单选题,下列哪一类事件属于“特别重大网络安全事件”？,泄露100万人个人信息,造成500万元直接经济损失,省级门户网站瘫痪24小时以上,CII主要功能中断3小时,C,,接口直采,1,2026/9/18 12:50:42
单选题,下列哪种操作是不正确的?,戴褐色眼镜从事电焊,操作机床时，戴防护手套,借助推木操作剪切机械,以上都不正确,B,,接口直采,1,2026/9/18 12:50:37
单选题,下列哪种情形下，个人信息处理者可以不告知个人？,处理敏感信息,法律规定的保密情形,处理公开信息,委托处理信息,B,,接口直采,1,2026/9/18 12:50:42
单选题,下列哪种物质易发生爆炸？,氯化锌,氧化铁,三硝基甲苯,四氯化碳,C,,接口直采,1,2026/9/18 12:50:25
单选题,下列哪种物质与乙醇混溶时容易发生爆炸？,高氯酸,乙醚,纯水,丙酮,A,,接口直采,1,2026/9/18 12:50:25
单选题,下列哪种物质与乙醇混溶时易发生爆炸？,盐酸,乙醚,高氯酸,丙酮,C,,接口直采,1,2026/9/18 12:50:25
单选题,下列哪种物质组合起来对β射线屏蔽效果最好？,铅（内层）＋有机玻璃（外层）,铜（内层）＋铅（外层）,铁（内层）＋有机玻璃（外层）,有机玻璃（内层）＋铅（外层）,D,,接口直采,1,2026/9/18 12:50:16
单选题,下列哪种药品（试剂）在使用时不用注意干燥防潮？,二氧化硅,锂,碳化钙,磷化钙,A,,接口直采,1,2026/9/18 12:50:25
单选题,下列那一项不是发生爆炸的基本因素？,温度,压力,湿度,着火源,C,,接口直采,1,2026/9/18 12:50:32
单选题,下列气体须在通风橱内进行操作的是：( ),硫化氢,氟化氢,氯化氢,以上都是,D,,接口直采,2,2026/9/18 12:50:28
单选题,下列实验操作中，说法正确的是：( ),可以对容量瓶、量筒等容器加热,"在通风橱操作时, 可将头伸入通风柜内观察",非一次性防护手套脱下前必须冲洗干净，而一次性手套时须从后向前把里面翻出来脱下后再扔掉,可以抓住塑料瓶子或玻璃瓶子的盖子搬运瓶子,C,,接口直采,1,2026/9/18 12:50:28
单选题,下列实验室操作及安全的叙述，正确的是？,实验后所取用剩余的药品应小心倒回原容器，以免浪费。,当强碱溶液溅出时，可先用大量的水稀释后再处理。,温度计破碎流出的汞，宜洒上盐酸使反应为氯化汞后再弃之。,以上都是,B,,接口直采,1,2026/9/18 12:50:21
单选题,下列实验室操作及安全的叙述哪个是正确的？,嗅闻气体的气味时，应将鼻子和容器保持20公分以上的距离，并且不可用手挥引气体,当强碱溶液溅出时，可先用大量的水稀释后再处理,温度计破碎流出的汞，宜洒上盐酸使其反应为氯化汞后再弃之,实验后所取用剩余的药品应小心倒回原容器，以免浪费,B,,接口直采,1,2026/9/18 12:50:21
单选题,下列试剂哪个不用放在棕色瓶内保藏？,硫酸亚铁,高锰酸钾,亚硫酸钠,硫酸钠,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列属于有毒气体的是：（）,二氧化碳,氢气,氮气,氰化氢,D,,接口直采,1,2026/9/18 12:50:23
单选题,下列说法错误的是：( ),丙酮、乙醇都有较强的挥发性和易燃性，二者都不能在任何有明火的地方使用,丙酮会对肝脏和大脑造成损害，因此避免吸入丙酮气体,强酸强碱等不能与身体接触,弱酸弱碱在使用中可以与身体接触,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列说法错误的是：（）,丙酮、乙醇都有较强的挥发性和易燃性，二者都不能在任何有明火的地方使用,丙酮会对肝脏和大脑造成损害，因此应避免吸入丙酮气体,强酸强碱等不能与身体接触,弱酸弱碱在使用中可以与身体接触,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列物质，对震动敏感的是：（）,硫酸钡,硫磺,白磷,硝酸钠,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列物质不属于剧毒物的是：( ),碘甲烷、丙腈,氯乙酸、丙烯醛,五氯苯酚、铊,硫酸钡,D,,接口直采,1,2026/9/18 12:50:25
单选题,下列物质对震动敏感的是：（）,硫酸钡,硫黄,硝酸钠,白磷,C,,接口直采,1,2026/9/18 12:50:25
单选题,下列物质无毒的是：( ),乙二醇,硫化氢,乙醇,甲醛,C,,接口直采,1,2026/9/18 12:50:25
单选题,下列物质应避免与水接触以免发生危险的是：( ),氯化钠,氯化钙,四氢化铝,硫酸钙,C,,接口直采,1,2026/9/18 12:50:25
单选题,下列线路的敷设方式中，正确的是：（）,架空敷设时选用电缆桥架。,电缆沟敷设时沟内应填充混凝土并设置有效的排水措施。,当爆炸环境中气体、蒸气的密度比空气重时，电气爲路应架空敷设。,当爆炸环境中气体、蒸气的密度比空气轻时，电气爲路敷设在较高处或用电缆沟敷设。,A,,接口直采,1,2026/9/18 12:50:37
单选题,下列叙述中正确的是( )。,计算机病毒只感染可执行文件,只感染文本文件,只能通过软件复制的方式进行传,可以通过读写磁盘或者网络等方式进行传播,D,,接口直采,1,2026/9/18 12:50:42
单选题,下列选项中属于防爆的措施有：( ),防止形成爆炸性混合物的化学品泄漏,控制可燃物形成爆炸性混合物,消除火源、安装检测和报警装置,以上都是,D,,接口直采,1,2026/9/18 12:50:32
单选题,下面并不能有效预防病毒的方法是（ ）。,尽量不使用来路不明的U盘,使用别人的U盘时，先将该U盘设置为只读,使用别人的U盘时，先将该U盘用防病毒软件杀毒,别人要拷贝自己的U盘上的东西时，先将自己的U盘设置为只读,B,,接口直采,1,2026/9/18 12:50:42
单选题,下面关于防火墙说法正确的是（ ）。,防火墙必须由软件以及支持该软件运行的硬件系统构成,防火墙的功能是防止把网外未经授权的信息发送到内网,任何防火墙都能准确的检测出攻击来自哪一台计算机,防火墙的主要支撑技术是加密技术,A,,接口直采,1,2026/9/18 12:50:42
单选题,下面哪些物质彼此混合时，不容易引起火灾？,活性炭与硝酸铵,金属钾、钠和煤油,磷化氢、硅化氢、烷基金属、白磷等物质与空气接触,可燃性物质（木材、织物等）与浓硫酸,B,,接口直采,1,2026/9/18 12:50:25
单选题,下面哪组溶剂不属易燃类液体？,甲醇、乙醇,四氯化碳、乙酸,乙酸丁酯、石油醚,丙酮、甲苯,B,,接口直采,1,2026/9/18 12:50:25
单选题,下面所列试剂不用分开保存的是：( ),乙醚与高氯酸,苯与过氧化氢,丙酮与硝基化合物,浓硫酸与盐酸,D,,接口直采,1,2026/9/18 12:50:25
单选题,下面为预防计算机病毒，不正确的做法是（ ）。,一旦计算机染上病毒，立即格式化磁盘,尽量不要让他人使用自己的计算机，尤其是不能让其带他的程序盘来运行,不轻易下载不明的软件,要经常备份重要的数据文件,A,,接口直采,1,2026/9/18 12:50:42
单选题,现场心肺复苏操作首要步骤是：（）,心前区叩击,开放气道，保持呼吸道通畅,口对口人工呼吸,胸外心脏按压,B,,接口直采,1,2026/9/18 12:50:15
单选题,现代主动安全防御的主要手段是()。,探测、预警、监视、警报,嘹望、烟火、巡更、敲梆,调查、报告、分析、警报,以上都不对,A,,接口直采,1,2026/9/18 12:50:42
单选题,箱式电阻炉（马弗炉）使用过程中，当温度降至（）以下，才可以打开炉门。,200℃,300℃,400℃,500℃,A,,接口直采,1,2026/9/18 12:50:38
单选题,箱式电阻炉使用过程中，当炉温升至（ ）以上后，不得打开炉门进行快速冷却，以免烧坏炉衬和电热元件。,200℃,400℃,550℃,820℃,B,,接口直采,1,2026/9/18 12:50:37
单选题,箱式电阻炉使用过程中，当温度升至多少度以上后，不得打开炉门进行激烈冷却，以免烧坏炉衬和电热元件?,200℃,400℃,550℃,800℃,A,,接口直采,1,2026/9/18 12:50:38
单选题,向境外提供重要数据的，由哪个部门制定管理办法？,公安机关,国家网信部门会同有关部门,地方政府,企业自行决定,B,,接口直采,1,2026/9/18 12:50:42
单选题,向有限的空间输入超长的字符串是哪一种攻击手段?( ),缓冲区溢出,网络监听,拒绝服务,IP欺骗,A,,接口直采,1,2026/9/18 12:50:42
单选题,消除静电的方法有：（）,接触安全区内的金属接地棒,在手腕上佩戴接地腕带,穿着专用的防静电鞋、防静电工作服,以上均是,D,,接口直采,1,2026/9/18 12:50:18
